2402.65,2405.75,Bro014-c0,s^rt,55b+++++++,,,and we have the mel filter banks .
2402.71,2403.01,Bro014-c2,b,,,,mm-hmm .
2405.79,2406.3,Bro014-c2,b,,,,mm-hmm .
2406.76,2417.23,Bro014-c0,s,55b++++++++.58a,,,and so if we - if we like remove the mel filter bank from the f_f_t we have something that's close to the excitation signal .
2417.83,2418.22,Bro014-c4,x,,,,oh .
2418.76,2419.35,Bro014-c2,s^bk,58b,,,o_k .
2419.12,2423.98,Bro014-c0,s^e^rt,55b+++++++++.59a,,,it's something that's like a - a- - a train of p- - a pulse train for voiced sound .
2420.03,2420.24,Bro014-c1,b,,,,yeah .
2420.09,2421.48,Bro014-c2,s^bk,58b+,,,oh o_k .
2422.85,2423.23,Bro014-c2,s^bk,59b,,,yeah .
2423.98,2426.08,Bro014-c0,s.%--,55b++++++++++,,,and that's - that should be flat for ==
2424.4,2424.64,Bro014-c1,b,,,,yeah .
2424.91,2425.86,Bro014-c2,s^bk,59b+,,,i see .
2426.27,2427.45,Bro014-c2,qy.%--,,,,so do you have a picture that sh- ?==
2427.64,2428.9,Bro014-c2,qy,1a,,,is this for a voiced segment ?
2428.07,2429.17,Bro014-c0,%--,,,,so- - it's - y- ==
2428.9,2429.38,Bro014-c2,qy^d^e^rt,1a+,,,this picture ?
2429.17,2429.69,Bro014-c0,s^aa,1b-1,,,yeah .
2429.78,2430.86,Bro014-c2,qw,,,,what does it look like for unvoiced ?
2430.05,2430.23,Bro014-c5,s^aa,1b-2,,,yeah .
2430.69,2432.27,Bro014-c0,qy^rt,2a,,,you have several - some unvoiced ?
2431.83,2432.28,Bro014-c5,s.%--,,,,the dif- ==
2432.6,2433.76,Bro014-c5,s^nd,2b.3a,,,no unvoiced i don't have .
2433.76,2434.77,Bro014-c5,s^e^nd,2b+,,,for unvoiced .
2433.99,2434.31,Bro014-c0,s^bk,3b,,,oh .
2434.68,2434.9,Bro014-c1,b,,,,yeah .
2435.24,2435.81,Bro014-c5,s^fa,2b++,,,i'm sorry .
2435.44,2436.33,Bro014-c1,fg|s.%--,,,,so | you know all ==
2436.18,2436.33,Bro014-c0,fg,,,,but ==
2436.87,2437.07,Bro014-c0,b,,,,yeah .
2436.87,2437.04,Bro014-c1,b,,,,yeah .
2436.96,2437.18,Bro014-c5,fh,,,,yeah .
2437.29,2439.01,Bro014-c5,s.%-,4a,,,this is the - between ==
2438.67,2440.08,Bro014-c0,s,4b.5a,,,this is another voiced example .
2440.14,2440.38,Bro014-c5,s^ar,5b,,,no .
2440.26,2440.41,Bro014-c0,fh,,,,yeah .
2440.38,2441.18,Bro014-c5,s^nd^rt,5b+.6a,,,but it's this .
2441.37,2441.59,Bro014-c0,s^bk,6b,,,oh yeah .
2441.59,2442.03,Bro014-c0,s.%-,6b+,,,this is ==
2441.65,2445.71,Bro014-c5,s,5b++,,,but between the frequency that we are considered for the excitation .
2443.61,2444.12,Bro014-c0,b,,,,right .
2444.71,2445.13,Bro014-c0,b,,,,mm-hmm .
2445.83,2446.63,Bro014-c5,s,5b+++,,,for the difference .
