0.16,1.55,Bro014-c0,z,,,,it's not very significant .
1.089,1.999,Bro014-c1,z,,,,uh channel one .
1.65,2.21,Bro014-c3,z,,,,channel three .
1.86,2.2,Bro014-c5,z,,,,mm-hmm .
1.999,2.359,Bro014-c1,z,,,,yes .
2.359,2.659,Bro014-c1,z,,,,o_k .
2.74,3.31,Bro014-c3,z,,,,channel three .
6.579,7.259,Bro014-c0,z,,,,ta- ==
7.025,7.865,Bro014-c3,z,,,,channel three alright .
8.877,9.137,Bro014-c1,fg,,,,o_k .
9.137,10.587,Bro014-c1,qy^j^rt,1a,,,did you solve speech recognition last week ?
11.93,12.26,Bro014-c4,s,1b,,,almost .
13.72,14.1,Bro014-c1,s^bk,,,,alright .
14.73,15.65,Bro014-c1,s^co,2a,,,let's do image processing .
15.787,16.447,Bro014-c2,s^bk,2b-1,,,yes again .
17.07,17.31,Bro014-c0,s^ba,2b-2,,,great .
18.398,19.388,Bro014-c2,s,2b-1+,10=l-=o.a,,we did it again morgan .
19.88,20.35,Bro014-c1,s^ba^fe,,b.c,,alright !
21.826,22.316,Bro014-c4,s^t1,,,,doo-doop doo-doo .
22.619,23.199,Bro014-c0,qw^t3.%--,,,,what's wrong with ?==
29.377,30.107,Bro014-c1,s,,,,o_k .
30.207,31.307,Bro014-c1,s,,,,it's april fifth .
37.819,40.749,Bro014-c1,s,3a,,,actually hynek should be getting back in town shortly if he isn't already .
40.891,41.611,Bro014-c2,qy^rt,3b.4a,,,is he gonna come here ?
42.274,42.674,Bro014-c1,h,4b,,,uh ==
43.214,44.014,Bro014-c1,s^j^na,4b+,,,well we'll drag him here .
44.074,44.494,Bro014-c1,s^j,4b++,,,i know where he is .
45.402,47.262,Bro014-c2,s^bu,5a,,,so when you said in town you mean oregon .
46.97,49.84,Bro014-c1,s^ng,5b.6a,,,u- - u- - u- - u- - uh i meant you know this end of the world .
49.823,49.923,Bro014-c2,s^bk,6b,,,oh .
49.84,51.93,Bro014-c1,s,5b+,,,yeah is really what i meant .
50.244,51.654,Bro014-c4,s^t1,,,,doo doo-doo .
52.05,53.11,Bro014-c1,s^df,5b++,,,uh cuz he's been in europe .
53.703,54.103,Bro014-c4,s^t1,,,,doo-doo .
54.4,54.72,Bro014-c1,fh,,,,so ==
65.201,67.901,Bro014-c2,s,7a,,,i have something just fairly brief to report on .
68.08,68.33,Bro014-c1,b,,,,mmm .
