1800.44,1800.64,Bro014-c0,s^bk,,,,yeah .
1800.64,1802.23,Bro014-c0,s,,,,so we have the mel f- - filter bank .
1802.23,1802.94,Bro014-c0,s,,,,we have the f_f_t .
1802.94,1803.96,Bro014-c0,s.%-,,,,so we just ==
1803.06,1804.65,Bro014-c1,s,1a,,,so it's - it's not really an excitation .
1804.65,1807.5,Bro014-c1,s,2a,,,but it's something that hopefully tells you something about the excitation .
1804.74,1804.97,Bro014-c0,s^aa,1b,,,no .
1807.66,1808.2,Bro014-c0,s^aa,2b,,,yeah that's right .
1808.07,1808.34,Bro014-c1,b,,,,yeah .
1808.48,1808.68,Bro014-c1,b,,,,yeah .
1809.11,1810.05,Bro014-c0,fh,,,,um ==
1811.44,1811.62,Bro014-c0,fh,,,,yeah .
1812.43,1814.06,Bro014-c5,s,3a,,,we have here some histogram .
1814.83,1816.81,Bro014-c5,s,,,,but they have a lot of overlap .
1814.95,1815.99,Bro014-c0,s^bk,3b,,,e- - yeah .
1815.99,1817.38,Bro014-c0,s.%--,,,,but it's - it's still ==
1818.33,1818.57,Bro014-c0,fg,,,,yeah .
1818.57,1818.89,Bro014-c0,fg,,,,so ==
1819.19,1819.4,Bro014-c0,fg,,,,well .
1819.73,1825.38,Bro014-c0,s,,,,for unvoiced portion we have something tha- - that has a mean around o_ point three .
1826.3,1830.15,Bro014-c0,s,,,,and for voiced portion the mean is o_ point fifty-nine .
1831.09,1833.51,Bro014-c0,s^rt,,,,but the variance seem quite high .
1833.75,1834.51,Bro014-c2,qw.%--,,,,how do you know ?==
1834.3,1834.45,Bro014-c0,%--,,,,so ==
1834.56,1834.75,Bro014-c0,fh,,,,mmm ==
1835.05,1838.67,Bro014-c2,qw,4a,,,how did you get your voiced and unvoiced truth data ?
1838.73,1840.98,Bro014-c0,s,4b-1.5a,,,we used uh timit .
1841.13,1845.27,Bro014-c0,s,4b-1+,,,and we used canonical mappings between the phones .
1841.51,1841.78,Bro014-c5,s^aa,5b,,,yeah .
1841.92,1844.78,Bro014-c5,s,4b-2,,,we uh use timit on this .
1845.27,1845.54,Bro014-c0,fh,,,,and ==
1845.7,1845.82,Bro014-c5,%--,,,,for ==
1846.7,1847.57,Bro014-c0,fh,,,,th- - yeah .
1848.44,1852.1,Bro014-c5,s,6a,,chuckle,but if we look at it in one sentence it - apparently it's good .
1852.69,1853.12,Bro014-c5,s,6a+,,,i think .
1854.62,1854.87,Bro014-c0,s^aa,6b,,,yeah .
1854.97,1855.14,Bro014-c0,%--,,,,but ==
1855.29,1855.47,Bro014-c0,s^aa^r,6b+,,,yeah .
1857.78,1859.85,Bro014-c0,s,7a,,,uh so it's noisy timit .
1859.85,1860.35,Bro014-c0,s^aa,,,,that's right .
1860.91,1861.35,Bro014-c4,s^t1,,,,it's noisy timit .
1860.93,1861.13,Bro014-c5,s^aa,7b,,,yeah .
1861.08,1861.27,Bro014-c0,fh,,,,yeah .
1864.48,1866.03,Bro014-c0,s,,,,it seems quite robust to noise .
1866.03,1874.19,Bro014-c0,s,,,,so when we take - we draw its parameters across time for a clean sentence and then nois- - the same noisy sentence it's very close .
1870.86,1871.39,Bro014-c1,b,,,,mm-hmm .
1875.77,1877.52,Bro014-c0,s^bk|s,,,,yeah | so there are - there is this .
1877.7,1884,Bro014-c0,s,,,,there could be also the um - something like the maximum of the auto-correlation function .
1884,1884.24,Bro014-c0,fh,,,,or ==
1884.97,1887.17,Bro014-c2,qy^rt,,,,is this a - a s- - a trained system ?
1885.31,1885.52,Bro014-c0,%-,,,,which ==
1887.49,1889.81,Bro014-c2,qrr,,,,or is it a system where you just pick some thresholds ?
1889.81,1891.07,Bro014-c2,qw^rt,8a,,,ho- - how does it work ?
1891.38,1894.18,Bro014-c0,s,8b.9a,,,right now we just are trying to find some features .
1894.4,1894.71,Bro014-c2,s^bk,9b,,,mm-hmm .
1894.81,1895.27,Bro014-c0,fh,,,,and ==
1896.27,1897.66,Bro014-c0,fh,,,,uh ==
1897.7,1904.02,Bro014-c0,s^bk|s.%--,9b+,,,yeah | hopefully i think what we want to have is to put these features in s- - some kind of ==
1905.57,1906.2,Bro014-c0,fh,,,,um ==
1906.2,1909.23,Bro014-c0,fh|s,9b++,,,well | to - to obtain a statistical model on these features .
1909.23,1911.2,Bro014-c0,s^rt,9b+++,,,and to - or just to use a neural network .
1911.9,1914.49,Bro014-c0,s,9b++++,,,and hopefully these features w- - would help .
1914.78,1921.6,Bro014-c2,s^bu,10a,,,because it seems like what you said about the mean of the - the voiced and the unvoiced that seemed pretty encouraging .
1918.22,1918.51,Bro014-c0,b,,,,mm-hmm .
1921.78,1923.18,Bro014-c1,s^aa|s^arp,20b.21a,,,well yeah | except the variance was big .
1921.85,1922.14,Bro014-c2,qy^d^g^rt,10a+,,,right ?
1922.37,1922.52,Bro014-c0,b,,,,yeah .
1923,1924.43,Bro014-c0,s^ba^m,21b-1,,,except the variance is quite high .
1923.18,1923.46,Bro014-c1,qy^d^g^rt,21a+,,,right ?
1923.74,1924.07,Bro014-c2,fg,,,,well y- ==
1924.23,1926.07,Bro014-c2,s^nd,21b-2,,,well y- - i - i don't know that i would trust that so much .
1924.43,1924.56,Bro014-c0,s^aa,21b-1+,,,yeah .
