602.138,602.978,Bmr013-c3,s,,,,on some subset .
603.51,608.01,Bmr013-c3,s,,,,one thought might be to do this uh - on - on the digits or some piece of the digits .
608.01,610.48,Bmr013-c3,s,,,,uh - it'd be easier uh - and so forth .
610.48,614.577,Bmr013-c3,s.%--,,,,the only thing is i'm a little concerned that maybe the kind of phenomena in w- - i- - i- ==
614.827,632.341,Bmr013-c3,s,,,,the reason for doing it is because the - the argument is that certainly with conversational speech the stuff that we've looked at here before um - just doing the simple mapping from um - the phone to the corresponding features that you could look up in a book uh - isn't right .
632.826,633.576,Bmr013-c3,s^r,,,,it isn't actually right .
633.576,640.448,Bmr013-c3,s^e,,,,in fact there's these overlapping processes where some voicing some up and then some you know - some nasality is - comes in here and so forth .
640.448,643.308,Bmr013-c3,s,,,,and you do this gross thing saying well i guess it's this phone starting there .
644.028,645.99,Bmr013-c3,fh|s,,,,so uh - | that's the reasoning .
645.99,653.191,Bmr013-c3,s,,,,but it could be that when we're reading digits because it's - it's for such a limited set that maybe - maybe that phenomenon doesn't occur as much .
653.191,653.601,Bmr013-c3,s^no,,,,i don't know .
654.1,657.21,Bmr013-c3,qo^rt,1a,,,di- - an- - anybody do you have any - anybody have any opinion about that ?
662.107,663.977,Bmr013-c2,s,,,,and that people might articulate more .
664.067,666.397,Bmr013-c2,s,1b.2a,,,and you that might end up with more - a closer correspondence .
664.552,664.862,Bmr013-c3,b,2b-1,,,<or> mm-hmm .
666.699,666.949,Bmr013-c3,b,,,,yeah .
666.751,668.081,Bmr013-c8,s^na,2b-2,,,yeah - that's - i - i agree .
668.161,669.051,Bmr013-c8,%-,,,,that - it's just ==
668.39,669.59,Bmr013-c4,s,,,,sort of less predictability .
669.59,720.519,Bmr013-c4,%-,,,,and - you hafta ==
669.728,669.988,Bmr013-c2,b,,,,mm-hmm .
669.848,670.108,Bmr013-c3,b,,,,yeah .
670.5,679.451,Bmr013-cB,s,,,,well it's definitely true that when people are reading even if they're re-reading what they had said spontaneously that they have very different patterns .
670.998,696.684,Bmr013-c8,fg|qy,,,,it's a - well - | would this corpus really be the right one to even try that on ?
679.451,682.732,Bmr013-cB,s^e,,,,mitch showed that and some dissertations have shown that .
680.514,680.704,Bmr013-c3,b,,,,right .
683.501,690.311,Bmr013-cB,s,,,,so the fact that they're reading first of all whether they're reading in a room of people or rea- - you know - just the fact that they're reading will make a difference .
690.648,690.928,Bmr013-c3,b,,,,yeah .
691.153,692.973,Bmr013-cB,s,,,,and depends what you're interested in .
697.795,698.375,Bmr013-c3,s^no,,,,see i don't know .
698.375,707.517,Bmr013-c3,s^cs,,,,so may- - maybe the thing will be do - to take some very small subset i- - mean - not have a big program but take a small set uh - subset of the conversational speech and a small subset of the digits .
708.141,710.495,Bmr013-c3,s^cs,,,,and look and - and just get a feeling for it .
710.993,712.802,Bmr013-c3,fh|s^cs,,,,um - | just take a look really .
713.59,726.347,Bmr013-c2,s,,,,h- - that could - could be an interesting design too cuz then you'd have the com- - the comparison of the uh - predictable speech versus the less predictable speech .
713.663,717.37,Bmr013-c3,s^df.%--,,10=l=a.a,,cuz i don't think anybody is - i- - at least i don't know of anybody uh ==
718.382,720.721,Bmr013-c3,s^no,,b.e,,well i don't know the answers .
721.552,721.872,Bmr013-c4,fg,,,,hey ==
725.821,726.021,Bmr013-c3,b,,,,yeah .
726.347,729.917,Bmr013-c2,s,,,,and maybe you'd find that it worked in - in the case of the pr- - of the uh - non-predictable .
728.518,728.698,Bmr013-c3,b,,,,yeah .
729.348,739.643,Bmr013-c4,s,,,,hafta think about the particular acoustic features to mark too because i mean - some things they wouldn't be able to mark like - uh - you know - uh - tense lax .
733.642,733.932,Bmr013-c3,b,,,,mm-hmm .
739.773,740.903,Bmr013-c4,s,3a,,,some things are really difficult .
741.737,742.057,Bmr013-c4,qy^d^f^g^rt,3a+,,,you know ?
742.297,743.067,Bmr013-c4,s,3a++,,,just listening .
742.37,745.59,Bmr013-c8,s^cs,3b.3.5a,,,m- - i think we can get ohala in to give us some advice on that .
742.671,742.931,Bmr013-c2,fg,,,,well ==
745.042,745.422,Bmr013-c4,s^na,3.5b,,,yeah .
745.696,748.776,Bmr013-c2,s.%--,4a.5a,20=l=a;ca.a,,also i thought you were thinking of a much more restricted set of features that ==
749.028,754.822,Bmr013-c3,s,4b,**b.c,,yeah but i - i - i - i was - like he said ** i was gonna bring john in and ask john what he thought .
752.772,753.282,Bmr013-c2,s^bk,,,,yeah sure .
754.027,754.377,Bmr013-c2,s^bk^r,,,,sure .
754.801,754.961,Bmr013-c2,b,,,,yeah .
755.113,755.293,Bmr013-c3,b,,,,right .
755.908,759.048,Bmr013-c3,s^aa|s^arp,5b,,,but i mean - you want - you want it be restrictive | but you also want it to - to - to have coverage .
759.219,759.469,Bmr013-c8,b,,,,right .
759.615,773.884,Bmr013-c3,s,,,,you know i- - you should - it should be such that if you - if you uh - if you had o- - um - all of the features determined that you - that you were uh - ch- - have chosen that that would tell you uh - in the steady-state case uh - the phone .
759.81,759.9,Bmr013-c2,b,,,,yeah .
774.572,775.38,Bmr013-c3,fh,,,,so um ==
775.129,775.289,Bmr013-c2,b,,,,o_k .
776.436,778.616,Bmr013-c8,s^bu,6a,,,even i guess with vowels that would be pretty hard .
778.926,779.286,Bmr013-c8,qy^g^rt,6a+,,,wouldn't it ?
782.592,784.912,Bmr013-c8,s,6a++,,,to identify actually you know - which one it is .
785.562,790.105,Bmr013-c2,s.%--,6b,,,it would seem to me that the points of articulation would be m- - more g- ==
790.105,796.669,Bmr013-c2,s,7a,,,uh - i mean - that's - i think about articulatory features i think about points of articulation which means uh - rather than vowels .
795.649,795.859,Bmr013-c8,b,,,,yeah .
797.421,798.411,Bmr013-c4,qw^bu^m^rt,7b,,,points of articulation ?
798.411,798.801,Bmr013-c4,qw^rt,8a,,,what do you mean ?
799.207,804.035,Bmr013-c2,s,8b,,,so is it uh - bilabial or dental or is it you know - palatal .
803.629,803.989,Bmr013-c3,b.%,,,,mm-hmm .
804.787,807.197,Bmr013-c2,s^e,8b+.9a,,,which - which are all like where - where your tongue comes to rest .
805.976,806.926,Bmr013-c8,s.%,,,,uvular .
806.342,807.892,Bmr013-c4,s,,,,place of ar- - place of articulation .
806.52,807.34,Bmr013-c3,s^m,,,,place place .
807.942,808.282,Bmr013-c2,s^bsc^m,9b.10a,,,place .
807.984,808.174,Bmr013-c3,b,,,,yeah .
807.993,808.373,Bmr013-c1,s.%,,,,{@reject@} place .
808.282,810.102,Bmr013-c2,s^ft.%--,10b,,,thank you what - whatev- - whatever i s- - said that's ==
808.643,808.903,Bmr013-c4,b.%,,,,o_k .
810.041,810.231,Bmr013-c3,b,,,,yeah .
810.102,810.962,Bmr013-c2,s,,,laughing after this,i really meant place .
810.277,811.057,Bmr013-c4,s^bk,,,,o_k i see .
811.618,811.808,Bmr013-c3,b,,,,yeah .
812.092,813.442,Bmr013-c3,fg|s^tc,,,,o_k | we got our jargon then o_k .
813.551,813.831,Bmr013-c2,b,,,,yeah .
814.34,814.85,Bmr013-c3,fh,,,,uh ==
815.367,823.611,Bmr013-cB,fg|s^tc,,,,well it's also - | there's really a difference between the pronunciation models in the dictionary and the pronunciations that people produce .
823.731,828.652,Bmr013-cB,s,,,,and so you get some of that information from steve's work on the - on the labeling .
827.72,827.94,Bmr013-c3,b,,,,right .
827.979,828.209,Bmr013-c8,b,,,,right .
828.652,829.272,Bmr013-cB,%--,,,,and it really ==
830.609,832.689,Bmr013-cB,s^cs,,,,i actually think that data should be used more .
832.689,840.13,Bmr013-cB,s,,,,that maybe - although i think the meeting context is great - that he has transcriptions that give you the actual phone sequence .
840.921,850.692,Bmr013-cB,s,,,,and you can go from - not from that to the articulatory features but that would be a better starting point for marking the gestural features then data where you don't have that .
850.692,867.45,Bmr013-cB,s,11a,,,because we - you wanna know both about the way that they're producing a certain sound and what kinds of - you know - what kinds of phonemic differences you get between these transcribed sequences and the dictionary ones .
867.607,871.367,Bmr013-c3,s^aap,11b,,,well you might be right that mi- - might be the way at getting at what i was talking about .
871.367,881.834,Bmr013-c3,s^arp,11b+,,,but the particular reason why i was interested in doing that was because i remember when that happened and john ohala was over here and he was looking at the spectrograms of the more difficult ones .
882.859,888.335,Bmr013-c3,fh|s,,,,uh - | he didn't know what to say about what is the sequence of phones there .
888.425,889.665,Bmr013-c3,s,,,,they came up with some compromise .
890.272,891.992,Bmr013-c3,s,,,,because that really wasn't what it look like .
891.75,892.2,Bmr013-cB,b,,,,right .
