0.07,0.64,Bmr018-c8,z,1a,,,how about channel ?==
0.557,0.817,Bmr018-c0,z,,,,o_k .
0.706,2.086,Bmr018-c4,z,,,,we're recording .
0.8,1.33,Bmr018-c2,z,1b.2a,,,yeah go ahead .
1.55,1.96,Bmr018-c8,z,2b,,,alright .
2.425,3.505,Bmr018-c2,z,,,,alright and no crash .
4.23,5.16,Bmr018-c4,z,,,,i pre-crashed it .
4.421,5.461,Bmr018-c0,z,,,,hmm .
5.63,5.85,Bmr018-c2,z,,,,yeah .
5.86,6.48,Bmr018-c5,z,,,,pre-crashed !
7.31,8.61,Bmr018-c3,z,,,,it never crashes on me .
8.849,9.929,Bmr018-c4,z,,,,i think it's actually ==
9.54,10.84,Bmr018-c3,z,2a,,,what is - what is that ?
10.029,12.829,Bmr018-c4,z,2b.3a,,,it depends on if the temp files are there or not .
12.829,14.849,Bmr018-c4,z,2b+.3a+,,,that - at least that's my current working hypothesis .
14.03,14.76,Bmr018-c3,z,3b,,,ah .
15.371,19.521,Bmr018-c4,z,3a+,,,that i think what happens is it tries to clear the temp files and if they're too big it crashes .
19.53,20,Bmr018-c3,z,3b++,,,ah .
20.2,23.75,Bmr018-c1,z,,,,when the power went out the other day and i restarted it it crashed the first time .
22.59,23.24,Bmr018-c4,z,,,,oh that's right .
24.849,25.649,Bmr018-c1,z,,,,after the power out- ==
24.86,26.36,Bmr018-c3,z,4a,,,so then there would be no temp files .
27.346,27.606,Bmr018-c2,z,,,,yeah .
27.94,30.35,Bmr018-c4,z,4b.5a,,,uh no it doesn't - it doesn't clear those necessarily .
28.395,28.455,Bmr018-c3,z,,,,<o_k> hmm .
28.455,29.265,Bmr018-c3,z,,,,oh wait it ==
29.585,30.265,Bmr018-c3,z,5b,,,it - {it} doesn't clear them .
30.265,30.485,Bmr018-c3,z,5b+,,,o_k .
30.45,30.63,Bmr018-c4,z,,,,so ==
31.327,32.237,Bmr018-c2,z,,,,hmm no connection .
31.748,33.238,Bmr018-c4,z,,,,it's - i- - they're called temp files .
33.238,35.448,Bmr018-c4,z,,,,but they're not actually in the temp directory they're in the scratch .
35.758,35.968,Bmr018-c4,z,,,,so ==
36.596,39.976,Bmr018-c4,z,,,,they're not backed up but they're not erased either on power failure .
40.659,43.699,Bmr018-c3,z,6a,,,but that's usually the meeting that i recorded and it neve- - it doesn't crash on me .
45.011,45.431,Bmr018-c4,z,,,,oh well .
45.24,53.761,Bmr018-c1,z,6b.7a,,,well this wasn't - actually this wasn't a- - before your meeting this was um - tuesday afternoon when um - uh - robert just wanted to do a little recording .
48.427,48.557,Bmr018-c3,z,,,,oh ==
53.28,53.73,Bmr018-c3,z,7b,,,oh right .
53.79,54.17,Bmr018-c3,z,7b+,,,o_k .
53.861,55.541,Bmr018-c1,z,8a,,,and the power had gone out earlier in the day .
56.318,56.938,Bmr018-c3,z,8b,,,huh o_k .
58.089,59.679,Bmr018-c2,z,,,,i don't know when would be a good excuse for it .
