2400.86,2401.41,Bmr007-cB,s^2,1b,,,do something .
2400.89,2402.46,Bmr007-c4,b,,,,yeah yeah yeah yeah .
2401.94,2406.67,Bmr007-c3,s,,,,but his - his goal was always to proceed from there to then allow broad category change also .
2407.01,2407.24,Bmr007-c4,b,,,,uh-huh .
2407.85,2420.61,Bmr007-c4,fg|qy,,,,but eh | do - do you think that if you consider all the frames to apply the - the eh the bic criterion to detect the - the - the different acoustic change eh between speaker ?
2420.71,2424.15,Bmr007-c4,s^e,,,,without uh with uh silence or with overlapping .
2424.15,2424.37,Bmr007-c4,fh,,,,uh ==
2424.37,2431.31,Bmr007-c4,s,,,,i think like - like eh eh a general eh eh way of process the - the acoustic change .
2431.68,2432.41,Bmr007-c3,b,,,,mm-hmm .
2431.76,2433.03,Bmr007-c4,s,,,,in a first step i mean .
2433.61,2434.09,Bmr007-c3,b,,,,mm-hmm .
2434.16,2443.98,Bmr007-c4,s,2a,,,an- - and then eh eh without considering the you - you - you um you can consider the energy like a- - another parameter in the - in the feature vector .
2443.71,2443.95,Bmr007-cB,s^aa,2b,,,right .
2443.95,2444.46,Bmr007-cB,s^aa,2b+,,,absolutely .
2443.98,2444.08,Bmr007-c4,fh,2a,,,eh ==
2444.93,2445.14,Bmr007-c3,b,,,,mm-hmm .
2444.94,2445.79,Bmr007-c4,s,,,,this - this is the idea .
2445.79,2462.49,Bmr007-c4,s,3a,,,and if if you do that eh eh with a bic uh criterion for example or with another kind of eh of distance in a first step and then you eh you get the eh the hypothesis to the - this change acoustic eh to po- - process .
2462.69,2463,Bmr007-cB,s^aa,3b,,,right .
2463.44,2479.05,Bmr007-c4,s,,,,because eh eh probably you - you can find the - the eh a small gap of silence between speaker with eh eh a ga- - mmm small duration less than eh two hundred milliseconds for example .
2475.02,2475.35,Bmr007-c3,b,,,,mm-hmm .
2479.42,2493.22,Bmr007-c4,s,,,,and apply another - another algorithm another approach like eh eh detector of ene- - eh detector of bass-tone energy to - to consider that eh that eh zone of s- - a small silence between speaker .
2493.73,2505.31,Bmr007-c4,s,,,,or another algorithm to - to process eh the - the segment between marks eh founded by the - the the bic criterion and applied for - for each frame .
2499.79,2500.34,Bmr007-c3,b,,,,mm-hmm .
2505.64,2520.62,Bmr007-c4,s,,,,i think is eh nnn it will be a- - an - an - a more general approach the if we compare - with use eh a neural net or another eh speech recognizer with a broad class or - or narrow class .
2505.73,2506.35,Bmr007-c3,b,,,,mm-hmm .
2520.96,2543.98,Bmr007-c4,s,4a,,,because in my opinion eh it's in my opinion eh if you - if you change the condition of the speech i mean if you adjust to your algorithm with a mixed speech file and to eh to eh adapt the neural net eh used by javier with a mixed file .
2523.06,2523.38,Bmr007-c3,b,,,,mm-hmm .
2529.09,2529.69,Bmr007-c3,b,,,,mm-hmm .
2544.34,2545.14,Bmr007-cB,qw^br^d^rt,4b.5a,,,with the what file ?
2544.46,2546.34,Bmr007-c4,s,5b.6a,,,uh with a m- - mixed file .
2546.34,2548.06,Bmr007-c4,s^r,5b+.7b,,,with a - the mix mix .
2546.49,2546.96,Bmr007-c8,s^bc,6b-1.7a-1,,,mixed .
2546.5,2546.89,Bmr007-c0,s^bc,6b-2.7a-2,,,mixed .
2547.29,2547.71,Bmr007-cB,qy^br^d^rt,,,,mixed ?
2548.97,2549.5,Bmr007-c3,b,,,,mm-hmm .
2548.97,2549.51,Bmr007-c4,s^fa,7b+,,,sorry .
2549.51,2568.01,Bmr007-c4,s,8a,,,and and then you - you eh you try to - to apply that eh eh eh speech recognizer to that signal to the p_d_a eh speech file i - i think you will have problems because the - the - the - the condition you - you will need t- - t- - i - i suppose that you will need to - to - to retrain it .
2562,2562.57,Bmr007-cB,s^aa,8b,,,oh absolutely .
2562.12,2564.4,Bmr007-c3,fg|s.%-,,,,well | i - i ==
2562.57,2564.4,Bmr007-cB,s^na,8b+,,,this is - this is not what i was suggesting to do .
2564.48,2570.03,Bmr007-c3,fg|s.%--,,,,u- - look | i - i think this is a ==
2569.68,2569.94,Bmr007-c4,qy^bh,,,,really ?
2570.03,2575.79,Bmr007-c3,s,,,,one - once - it's a - i used to work like on voiced - on voice silence detection you know and this is this kind of thing .
2574.99,2575.23,Bmr007-c4,b,,,,yeah .
2576.4,2585.65,Bmr007-c3,s,,,,um if you have somebody who has some experience with this sort of thing and they work on it for a couple months they can come up with something that gets most of the cases fairly easily .
2586.12,2589.41,Bmr007-c3,s,,,,then you say o_k i don't just wanna get most of the cases i want it to be really accurate .
2589.41,2591.15,Bmr007-c3,s,,,,then it gets really hard no matter what you do .
2591.9,2602.48,Bmr007-c3,s,,,,so the p- - the problem is is that if you say well i - i have these other data over here that i learn things from either explicit training of neural nets or of gaussian mixture models or whatever .
2597.46,2597.73,Bmr007-c4,b,,,,yeah .
2603.12,2604.95,Bmr007-c3,fh|s,,,,uh | suppose you don't use any of those things .
2604.95,2606.72,Bmr007-c3,s,,,,you say you have looked for acoustic change .
2606.72,2607.72,Bmr007-c3,qw,,,,well what does that mean ?
2608.18,2610.5,Bmr007-c3,s,,,,that - that means you set some thresholds somewhere or something .
2608.2,2608.58,Bmr007-c4,b,,,,yeah .
2610.5,2610.69,Bmr007-c3,qy^d^f^g^rt,,,,right ?
2611.14,2611.38,Bmr007-c4,b,,,,yeah .
2611.41,2614.02,Bmr007-c3,qw,,,,and - and so where do you get your thresholds from ?
2614.14,2615.76,Bmr007-c3,s,,,,from something that you looked at .
2615.76,2618.38,Bmr007-c3,fh|s,,,,so | you always have this problem you're going to new data .
2618.9,2626.8,Bmr007-c3,fh|qw,,,,um | h- - how are you going to adapt whatever you can very quickly learn about the new data uh if it's gonna be different from old data that you have ?
2626.8,2628.73,Bmr007-c3,s,,,,and i think that's a problem with this .
2628.1,2633.66,Bmr007-cB,fg|s,,,,well | also what i'm doing right now is not intended to be an acoustic change detector for far-field mikes .
2633.66,2644.96,Bmr007-cB,s,9a,,,what i'm doing is trying to use the close-talking mike and just use - can- - and just generate candidate and just try to get a first pass at something that sort of works .
2636.88,2637.15,Bmr007-c4,b,,,,yeah .
2638.47,2640.55,Bmr007-cA,fg,,,,actually - actually - actually ==
2638.5,2639.24,Bmr007-c0,s^2,9b-1,,,you have candidates .
2640.09,2640.92,Bmr007-c4,s^2,9b-2,,,the candidate .
2642.22,2642.47,Bmr007-cA,%-,,,,i ==
2643.52,2644.79,Bmr007-c0,s^2,9b-1+,,,to make marking easier .
2644.66,2644.96,Bmr007-cA,%--,,,,or ==
2644.95,2645.08,Bmr007-c0,b,,,,yeah .
2645.3,2648.5,Bmr007-cB,s,,,,and i haven't spent a lot of time on it and i'm not intending to spend a lot of time on it .
2646.37,2646.68,Bmr007-cA,b,,,,o_k .
2647.55,2650.8,Bmr007-cA,s,,,,i - um i unfortunately have to run .
2648.66,2648.92,Bmr007-cB,fh,,,,so ==
2650.8,2667.44,Bmr007-cA,s,10a,,,but um i can imagine uh building a um model of speaker change detection that takes into account both the far-field and the uh actually not just the close-talking mike for that speaker but actually for all of th- - for all of the speakers .
2662.06,2662.28,Bmr007-cB,s^bk,10b,,,yep .
2665.89,2666.59,Bmr007-cB,s^2,10b+,,,everyone else .
2667.49,2667.89,Bmr007-c3,b,,,,yeah .
2668.02,2677.11,Bmr007-cA,fh|s.%--,14a,,,um | if you model the - the effect that me speaking has on your microphone and everybody else's microphone as well as on that and you build um ==
2678.31,2685.64,Bmr007-cA,s,11a.14a+,,,basically i think you'd - you would build a - an h_m_m that has as a state space all of the possible speaker combinations .
