5.768,6.108,Bmr012-c8,z,,,,o_k .
6.106,6.406,Bmr012-c5,z,,,,test .
8.963,9.963,Bmr012-c1,z,,,,let's see i should be ==
13.964,15.524,Bmr012-c4,z,,,,as close to your mouth as you can get it .
14.005,14.135,Bmr012-c1,z,,,,two .
14.129,14.529,Bmr012-c3,z,,,,up high .
14.529,15.449,Bmr012-c3,z,,,,high as you can get .
14.855,15.355,Bmr012-c1,z,,,,la ==
16.032,17.612,Bmr012-cB,z,,,,channel one one one .
16.366,17.536,Bmr012-c8,z,,,,yeah on your upper lip .
16.815,17.885,Bmr012-c1,z,,,,is this channel one ?
18.105,19.385,Bmr012-c1,z,,,,gee o_k .
20.175,20.395,Bmr012-c1,z,,,,yes .
21.005,21.125,Bmr012-c1,z,,,,o_k .
21.346,32.084,Bmr012-c4,z,,,,o_k so for - for - for people wearing the wireless mikes like - like this one i find the easiest way to wear it is sorta this - this sorta like that .
21.376,29.116,Bmr012-cB,z,,,,this is - chan- - channel - channel one one two three .
25.425,27.365,Bmr012-c5,z,,,,channel five channel five .
27.499,28.229,Bmr012-c1,z,,,,yeah .
33.484,36.834,Bmr012-c4,z,,,,it's actually a lot more comfortable then if you try to put it over your temples .
33.518,38.492,Bmr012-c1,z,,,,mm-hmm what do you do ?
34.123,36.023,Bmr012-c5,z,,,,test test test .
38.054,38.344,Bmr012-c4,z,,,,so ==
38.492,39.322,Bmr012-c1,z,,,,you do it higher ?
39.322,39.822,Bmr012-c1,z,,,,mm-hmm .
40.029,43.149,Bmr012-c3,z,1a,,,adam's just trying to generate good uh - data for the recognizer there .
43.125,44.495,Bmr012-c8,z,1b,,,yeah i think we're supposed to ==
44.675,45.175,Bmr012-c8,z,,,,that's right .
45.434,51.194,Bmr012-c4,z,,,,and then also for - for all of them if your boom is adjustable the boom should be towards the corner of your mouth .
45.581,46.991,Bmr012-c5,z,,,,test test .
46.431,47.591,Bmr012-c0,z,2a,,,by the way there was a bug .
47.841,51.821,Bmr012-c0,z,3b,,,yeah i- - it wasn't using the proper ==
48.597,49.147,Bmr012-c3,z,2b.3a,,,oh it was ?
51.734,56.634,Bmr012-c4,z,,,,and about a- - uh - a thumb to a thumb and a half distance away from your mouth .
52.981,54.281,Bmr012-c0,z,4a,,,basically it wasn't adapting anything .
54.804,55.104,Bmr012-c3,z,4b,,,oh .
56.634,57.964,Bmr012-c4,z,,,,so about like i'm wearing it now .
57.134,57.824,Bmr012-c3,z,4b+,,,oh that's interesting .
58.794,60.514,Bmr012-c3,z,5a,,,so why didn't you get the same results and the unadapted ?
60.088,61.128,Bmr012-cB,z,,,,it's not always possible .
60.2,62.8,Bmr012-c4,z,,,,so- - so jane you could actually do even a little closer to your mouth .
61.473,61.803,Bmr012-c0,z,5b.6a,,,hmm ?
62.103,65.233,Bmr012-c8,z,8a,,,i could - can this be adjuste- - like this ?
62.163,64.063,Bmr012-c3,z,6b.7a,,,why didn't you get the same results and the unadapted ?
62.8,63.18,Bmr012-c4,z,,,,but ==
64.245,69.155,Bmr012-c0,z,7b.10a,,,oh because when it estimates the transformer pro- - produces like a single matrix or something .
64.829,65.059,Bmr012-c4,z,8b.9a,,,yep .
