601.441,602.611,Bro014-c1,s,,,,it's a weighted average .
603.86,604.27,Bro014-c1,fh,,,,um ==
604.98,605.07,Bro014-c0,fg,,,,yeah .
605.07,614.318,Bro014-c0,s,,,,and so when you average the - the relative improvement it tends to - to give a lot of - of um importance to the well-matched case .
614.318,616.458,Bro014-c0,s^df,,,,because the baseline is already very good .
616.458,616.658,Bro014-c0,fh,,,,and ==
617.694,618.264,Bro014-c0,fh,,,,um ==
618.172,621.342,Bro014-c2,qw^cs,1a,,,why don't they not look at improvements but just look at your av- - your scores ?
618.264,619.024,Bro014-c0,%--,,,,i- - it's ==
621.342,623.552,Bro014-c2,s^e,1a+,,,you know figure out how to combine the scores .
623.876,624.326,Bro014-c0,b,,,,mm-hmm .
624.041,625.021,Bro014-c2,s^e,1a++,,,with a weight or whatever .
625.261,626.151,Bro014-c2,s,1a+++,,,and then give you a score .
626.151,626.811,Bro014-c2,s,1a++++,,,here's your score .
626.811,628.631,Bro014-c2,s,1a+++++,,,and then they can do the same thing for the baseline system .
628.631,629.371,Bro014-c2,s,1a++++++,,,and here's its score .
629.371,630.261,Bro014-c2,s.%--,1a+++++++,,,and then you can look at ==
630.567,630.817,Bro014-c0,b,,,,mm-hmm .
630.759,632.789,Bro014-c1,s,1b,,,well that's what he's seeing as one of the things they could do .
632.789,636.254,Bro014-c1,s.%--,1b+,,,it's just when you - when you get all done i think that they pro- ==
632.799,633.249,Bro014-c0,b,,,,yeah .
636.254,637.404,Bro014-c1,s,1b++,,,i m- - i - i wasn't there .
637.404,644.235,Bro014-c1,s,1b+++,,,but i think they started off this process with the notion that you should be significantly better than the previous standard .
644.538,644.948,Bro014-c2,b,,,,mm-hmm .
645.21,646.2,Bro014-c1,fh,,,,and um ==
646.2,648.04,Bro014-c1,s,1b++++,,,so they said how much is significantly better .
648.04,648.5,Bro014-c1,qw.%--,1b+++++,,,what do you ?==
648.5,653.636,Bro014-c1,s,1b++++++,,,and - and so they said well you know you should have half the errors or something that you had before .
650.265,650.605,Bro014-c0,b,,,,mm-hmm .
651.255,652.545,Bro014-c0,b,,,,hmm .
652.568,653.138,Bro014-c2,b,,,,mm-hmm .
653.781,654.031,Bro014-c0,b,,,,yeah .
653.94,654.67,Bro014-c1,s.%--,,,,so it's ==
655.45,655.9,Bro014-c1,fh,,,,uh ==
656.954,657.254,Bro014-c2,b,,,,hmm .
657.332,658.372,Bro014-c1,s.%--,,,,but it does seem like ==
659.01,661.66,Bro014-c1,s^r,2a,,,i- - i- - it does seem like it's more logical to combine them first .
661.66,662.25,Bro014-c1,s.%--,,,,and then do the ==
663.399,664.809,Bro014-c0,s^2^rt,2b.3a,,,combine error rates .
664.722,665.072,Bro014-c1,s^aa,3b,,,yeah .
664.809,665.199,Bro014-c0,s.%--,,,,and then ==
665.359,665.649,Bro014-c0,b,,,,yeah .
665.862,666.162,Bro014-c1,b,,,,yeah .
666.295,666.555,Bro014-c0,fg,,,,well ==
667.744,670.384,Bro014-c0,s,4a,,,but there is this - this - is this still this problem of weights .
670.384,674.774,Bro014-c0,s^rt,4a+,,,when - when you combine error rate it tends to give more importance to the difficult cases .
675.067,675.367,Bro014-c1,qy^bh^rt,4b,,,oh yeah ?
675.476,677.066,Bro014-c0,s.%--,,,,and some people think that ==
677.316,680.686,Bro014-c0,s,,,,well they have different um opinions about this .
681.116,691.062,Bro014-c0,s^e,5a,,,some people think that it's more important to look at - to have ten percent imp- - relative improvement on well-matched case than to have fifty percent on the m- - mismatched .
