2.287,3.217,Bmr001-c1,s,1a,,,o_k so we're live .
3.36,3.89,Bmr001-c0,s^bk,1b,,,o_k .
4.047,5.517,Bmr001-c1,qr^rt,2a,,,are we live or are we memorex ?
5.464,7.421,Bmr001-c0,s,2b,,,we're somewhere in between .
6.265,6.785,Bmr001-c8,fg|s^tc.%--,,,,o_k | so that's ==
7.421,11.884,Bmr001-c0,s.%-,,,,o_k so we have some sheets for uh - some standard doohickies to ==
8.301,8.441,Bmr001-c8,s^co,,,,wait .
10.358,10.908,Bmr001-c1,fg,,,,right so ==
11.057,11.667,Bmr001-c8,qy^rt,3a,,,you're going to sit there ?
13.613,13.973,Bmr001-c1,qy^na^rt,3b.4a,,,is that alright ?
14.119,14.479,Bmr001-c8,s^aa,4b,,,yeah o_k .
14.479,15.539,Bmr001-c8,s^cc,5a,10=l=a;g.a,,maybe i'll put this thing here then .
15.817,16.267,Bmr001-c1,s^bk,5b,b.c,,o_k .
16.869,19.289,Bmr001-c0,s,,,,o_k so this is february second eh - two thousand .
19.399,26.765,Bmr001-c0,s,,,,this is eh - meeting number one with adam and dan and morgan about five o'clock uh - in the afternoon .
28.031,29.831,Bmr001-c0,s,,,,a range of microphones .
28.183,28.393,Bmr001-c8,b,,,,yeah .
30.241,30.821,Bmr001-c0,qw,,,,what's this one here ?
30.821,34.041,Bmr001-c0,s^bu^rt.%--,6a,,,this - this one is - has a couple of cheezy electrettes and ==
32.735,35.565,Bmr001-c8,s,6b,,,yeah that's - that's the dummy - dummy p_d_a .
35.744,36.744,Bmr001-c0,qr^bu^d^rt.%--,7a,,,that's connected too or ?==
37.335,37.425,Bmr001-c1,s^aa,7b-1.8a,,,yep .
37.719,38.279,Bmr001-c8,s^aa,7b-2.8a,,,yeah it is .
38.226,38.956,Bmr001-c0,s^bk,8b,,,that's connected .
39.281,40.151,Bmr001-c1,s^2,,,,yeah both channels .
39.286,40.576,Bmr001-c0,s,,,,it's got two - to both channels .
40.106,40.616,Bmr001-c8,s^co,8a+,,,oh hang on .
42.07,42.35,Bmr001-c0,b,,,,yeah .
43.167,44.547,Bmr001-c8,s^aa,8a++,,,yeah it is at the moment .
43.876,44.366,Bmr001-c0,b,,,,o_k .
45.413,45.583,Bmr001-c8,b,,,,yep .
45.973,46.423,Bmr001-c0,b,,,,o_k .
46.733,47.283,Bmr001-c0,%,,,,this is ==
46.825,48.435,Bmr001-c1,s,,,,although the gain is pretty low .
48.924,52.749,Bmr001-c1,s^tc.%-,,,,so for the um - read numbers task i have extracted these ==
51.768,52.108,Bmr001-c0,b,,,,mm-hmm .
51.801,54.695,Bmr001-c8,s^co|s^cs,9a,,,hang on | let's - let's - o_k let's just - let's just name the microphones .
55.147,55.387,Bmr001-c1,s^bk,9b,,,o_k .
55.601,60.941,Bmr001-c8,s,10a,,,so i'm speaking on the ear mounted uh - wired headset thing .
62.696,62.966,Bmr001-c8,b,,,,o_k .
63.146,65.746,Bmr001-c1,s^bk|s,10b|11a,,,right | and i'm now talking on microphone number two .
66.467,68.077,Bmr001-c1,h|s^bsc,11b.12a,,,uh - | the wireless microphone number two .
68.3,68.46,Bmr001-c8,s^bk,12b,,,yeah .
68.766,70.826,Bmr001-c0,fg|s^no,13a,,,um - | i have no idea which one i'm - i'm on .
70.932,71.132,Bmr001-c1,%-,,,,i'm ==
70.956,71.446,Bmr001-c0,s^fe,14a,,,oh one !
71.086,71.676,Bmr001-c8,s,13b,,,you're on one .
71.446,72.386,Bmr001-c0,s^r,14b.15a,20=l=a.a,,oh i'm number one .
72.439,73.069,Bmr001-c8,s^bk^j,15b,,,absolutely .
73.02,76.18,Bmr001-c0,fh|s,,b.e,,o_k | which is a - a l- - a lapel .
76.18,78.55,Bmr001-c0,s,,,,in fact it's sticking through my lapel .
78.202,78.422,Bmr001-c8,b,,,,yes .
79.369,84.745,Bmr001-c8,s,,,,o_k so this is - this is the p_z_m nearest the eh - eh - the machine room end of the table .
85.115,85.435,Bmr001-c1,%-,16a,,,actually i- ==
85.207,86.137,Bmr001-c8,s.%-,,,,then there's ==
86.137,87.237,Bmr001-c8,s^bk,16b,,,i know but yeah .
87.707,90.137,Bmr001-c8,s,,,,it's number three it says but we'll be able to figure it out .
90.137,91.257,Bmr001-c8,s,,,,this is at the middle of the table .
92.087,93.307,Bmr001-c8,s,,,,this further down the table .
95.707,98.107,Bmr001-c8,s,,,,and this - this one is right at the end of the table .
98.487,98.767,Bmr001-c8,qy^d^f^g,,,,o_k ?
99.267,100.367,Bmr001-c8,s.%--,,,,and then we've got the uh ==
102.271,105.611,Bmr001-c8,s,,,,this is the left side of the dummy p_d_a and this would be the right side .
