601.155,604.025,Bed003-c3,s,,,,and the mode you know - depends on all those things only .
604.77,609.593,Bed003-c2,s,,,,yeah the - the actual parse is somewhere up around in here .
608.22,608.41,Bed003-c3,fg,,,,yeah .
608.59,609.69,Bed003-c3,s.%--,,,,so we haven't uh - managed ==
609.81,611.48,Bed003-c3,s,,,,like - we don't have nodes for discourse and parse .
611.48,614.11,Bed003-c3,s,,,,although like - in some sense they are parts of this belief-net .
611.673,612.093,Bed003-c4,b,,,,mm-hmm .
614.2,619.753,Bed003-c3,s,,,,but uh the idea is that we just extract those features from them so we don't actually have a node for the entire parse .
618.627,618.997,Bed003-c4,b,,,,mm-hmm .
619.57,619.82,Bed003-c2,b,,,,right .
619.913,622.113,Bed003-c3,s,,,,because we'd never do inference on it anyway .
622.183,622.333,Bed003-c3,fh,,,,so ==
623.795,626.395,Bed003-c4,s.%--,,,,so some of the - the top row of things ==
626.395,628.445,Bed003-c4,qw,1a,,,what's - what's disc admission fee ?
627.99,629.34,Bed003-c3,s,1b.2a,,,whether they discuss the admission fees .
629.34,630.06,Bed003-c3,s,,,,so we looked at the data .
630.02,630.52,Bed003-c4,s^bk,2b,,,oh .
630.06,632.98,Bed003-c3,s:qw,,,,and in a lot of data people were saying things like can i get to this place .
632.98,634.03,Bed003-c3,s:qw,FBH,,,what is the admission fee .
634.03,639.19,Bed003-c3,s,,,,so that's like - a huge uh - clue that they're trying to enter the place rather than uh - to tango or vista .
635.03,635.39,Bed003-c4,b,,,,uh-huh .
637.826,638.216,Bed003-c2,b,,,,right .
638.69,639.27,Bed003-c4,b,,,,o_k .
639.33,639.5,Bed003-c3,fg,,,,so ==
639.36,639.79,Bed003-c4,s^bk,,,,i see .
639.905,642.225,Bed003-c2,s,,,,there were - there'd be other things besides just the admission fee .
642.595,644.585,Bed003-c2,s.%-,,,,but you know - we didn't have ==
642.72,643.03,Bed003-c4,b,,,,mm-hmm .
644.31,645.32,Bed003-c3,s,,,,that was like our example .
645.37,647.03,Bed003-c2,s,,,,that was the initial one that we found .
645.539,645.819,Bed003-c1,b,,,,mm-hmm .
646.386,646.756,Bed003-c4,s^bk,,,,o_k .
646.906,652.146,Bed003-c4,s^bu,3a.4a,,,so there are certain cues that are very strong either lexical or topic-based um - concept cues .
649.11,650.06,Bed003-c2,s^2.%-,3b,,,from the discourse that ==
650.06,650.49,Bed003-c2,s^aa,4b,,,yeah .
652.79,653.25,Bed003-c4,s,,,,for one of those .
653.25,660.26,Bed003-c4,s^bu,5a,,,and then in that second row or whatever that row of time of day through that - so all of those - some of them come from the utterance .
660.26,664.194,Bed003-c4,s^bu,5a+,,,and some of them are sort of either world knowledge or situational things .
664.194,664.294,Bed003-c4,qy^d^g,5a++,,,right ?
664.294,665.874,Bed003-c4,s^bu.%-,5a+++,,,so that you have no distinction between those and ==
664.61,665.05,Bed003-c2,s^aa,5b.6a,,,right .
666.074,666.314,Bed003-c4,s^bk,6b,,,{@reject@} o_k .
668.51,674.431,Bed003-c2,fg,,,,one uh - uh - um ==
674.431,675.511,Bed003-c2,qo^rt^tc,7a,,,anything else you want to say bhaskara ?
675.96,676.69,Bed003-c3,h,7b,,,um ==
679.48,681.65,Bed003-c4,qy.%,,,,unmark {@reject@} time of day ?
680.209,680.509,Bed003-c3,s^aa,7b+,,,yeah .
680.509,681.089,Bed003-c3,s.%-,,,,i m- - i mean ==
682.485,682.895,Bed003-c2,s.%-,,,,one thing - uh ==
682.84,682.9,Bed003-c1,fg,,,,yeah .
682.9,684.56,Bed003-c1,s,,,,they're - they're are a couple of more things .
684.56,692.949,Bed003-c1,s^cs,8a,,,i mean - uh - i would actually suggest we go through this one more time so we - we all uh - agree on what - what the meaning of these things is at the moment .
692.949,696.658,Bed003-c1,s.%-,8a+,,,and maybe what changes we ==
696.04,696.35,Bed003-c2,s^aa.%-,8b,,,yeah th- ==
696.35,696.56,Bed003-c2,fg,,,,o_k .
696.56,701.96,Bed003-c2,s,,,,so one thing i - i'm you know - unsure about is how we have the discus- - uh - the admission fee thing set up .
