1200.7,1201.38,Bmr012-c2,%-,,,,but if it's ==
1200.8,1203.55,Bmr012-c5,s^nd,1b.2a,,,although those eighty meg files take a while to copy into my directories .
1203.55,1203.75,Bmr012-c5,fh,,,,so ==
1204.02,1204.3,Bmr012-c2,s^aa,2b,,,yeah .
1204.17,1204.36,Bmr012-c5,fh,,,,but ==
1204.36,1204.58,Bmr012-c5,fh,,,,no .
1204.58,1207.37,Bmr012-c5,s^cs^na,1b+,,,i mean - it's not - i- - it wouldn't be a problem if you're interested in it .
1205.3,1206.03,Bmr012-c2,s^cs,2b+,,,we could try that .
1207.41,1207.68,Bmr012-c5,%-,,,,it would ==
1207.88,1212.45,Bmr012-c0,fg|s.%--,,,,yeah | i mean - it would be uh - you know it would probably take uh - about um - you know ==
1212.66,1217.73,Bmr012-c0,s.%-,3a,,,minus the transfer time it would - it would take uh - you know - ten minutes to try and - and - and ==
1214.04,1214.35,Bmr012-c5,s^bk,3b,,,yeah .
1217.1,1218.3,Bmr012-c4,qy^bu^d^rt,4a,,,it's about a fifty minute drive ?
1218.3,1218.57,Bmr012-c4,qy^d^g^rt,4a+,,,right ?
1220.66,1222.04,Bmr012-c2,s,4b,,,well it takes more disk space too .
1220.7,1226.37,Bmr012-c0,s^cs,5a,,,and - and if for some reason we see that it works better then we might investigate why .
1222.04,1222.69,Bmr012-c2,%--,,,,so i was just ==
1226.37,1227.97,Bmr012-c0,fh|%-,,,,and you know - | what ==
1230.2,1230.3,Bmr012-c5,b,,,,mmm .
1230.26,1231.08,Bmr012-c0,s^bk,6b,,,yeah .
1230.56,1231.89,Bmr012-c5,s^cs,5b.6a,,,in the front-end we could do that .
1231.5,1231.86,Bmr012-c0,s^aa,6a+,,,yeah .
1232.55,1234.33,Bmr012-c1,qy^bu^d,7a,,,so you just train - just different filters ?
1232.66,1233.12,Bmr012-c5,fg,,,,yeah i ==
1234.33,1236.6,Bmr012-c1,qy^bu^d.%-,8a,,,and so you're just wondering whether the filter is ?==
1234.42,1235.69,Bmr012-c5,fg|s,,,,yeah | i can imagine it would be .
1235.12,1235.49,Bmr012-c0,s^aa,7b,,,right .
1236.14,1236.48,Bmr012-c0,s^aa,8b,,,right .
1236.8,1237.61,Bmr012-c5,s.%-,,,,i mean - i guess there's some ==
1237.2,1242.38,Bmr012-c2,s^cs,9a,,,so we could try that with this particular twenty minutes of speech and sort of see if there's any differences .
1241.87,1249.55,Bmr012-c0,s,9b.10a,,,you know - a- - at some point someone might have optimized whatever filtering is done for the actual recognition um - performance .
1246.08,1246.33,Bmr012-c5,b,,,,hmm .
1249.87,1251.1,Bmr012-c0,fh|s.%--,,,,so | in other words ==
1251.23,1251.49,Bmr012-c1,s^bk,10b,,,right .
1251.61,1252.18,Bmr012-c0,s^m,,,,right .
1251.78,1259.02,Bmr012-c4,s,,,,it just seems to me that you know - small changes to the language model and the vocabulary will so swamp that - that it may be premature to worry about that .
1252.18,1252.5,Bmr012-c0,fg,,,,so ==
1259.27,1262.14,Bmr012-c4,s,,10=l=a.a,,i mean - so one is a half a percent better than the other .
1262.33,1264.15,Bmr012-c4,s,11a,b,,i don't think that gives you any information .
1265.27,1268.9,Bmr012-c2,fg|s^nd,11b.12a,c,,well | it's just as easy to - to give you the sixteen k_ individual .
1267.43,1267.73,Bmr012-c4,s^bk,12b,,,yep .
1268.9,1272.08,Bmr012-c2,s,,,,it was just more disk space you know - for storing them .
1271.56,1277.45,Bmr012-c1,qr,13a,,,are you - are you using uh - uh - mel cepstrum or p_l_p over there ?
1272.13,1272.31,Bmr012-c2,fh,,,,so ==
1277.53,1278.16,Bmr012-c0,s,13b.14a,,,mel cepstrum .
1278.94,1279.88,Bmr012-c1,s,14b,20=l=a;s.a,,so probably doesn't matter .
1282.61,1283.2,Bmr012-c2,s^cs,,b,,well we could try .
1282.99,1283.65,Bmr012-c5,s^t3,,,,there's - there's your answer .
1283.8,1284.92,Bmr012-c1,s^cs,14b+.15a,,,but - but it wouldn't hurt to try .
1284.03,1284.78,Bmr012-c2,s,,c,,could easily try .
1284.59,1286.44,Bmr012-c0,s^no,15b.16a,,,that's what i would assume but you never know .
1285.02,1285.12,Bmr012-c1,b,,,,yeah .
1285.73,1286.46,Bmr012-c2,fh,,,,so ==
1286.44,1286.66,Bmr012-c0,qy^d,15b+.16a+,,,you know ?
1286.52,1286.79,Bmr012-c1,s^bk,16b,,,sure .
1288.08,1288.68,Bmr012-c8,b,,,,just - mm-hmm .
1288.14,1288.8,Bmr012-c1,fg|%--,,,,no | the reason i say this ==
