1805.91,1808.87,Bmr024-c5,s,,,,icsi already has a perfectly good tape system and it's more reliable .
1809.19,1811.51,Bmr024-c3,fg|s.%-,,,,you know - | i would think ==
1809.22,1810.75,Bmr024-c5,s^co,,,,so for archiving we'll just use tape .
1810.35,1822.58,Bmr024-cB,s,2a,,,one - one thing i don't understand is if you have the data - if - if you- - if the meeting data is put on disk exactly once then it's backed-up once and the back-up system should never have to bother with it uh more than once .
1821.24,1823.37,Bmr024-c5,fg|s.%--,,,,well | regardless ==
1823.58,1833.53,Bmr024-c5,s,2b,,,well first of all there was um a problem with the archive in that i was every once in a while doing a chmod on all the directories an- - or recursive chmod and chown .
1833.53,1836.24,Bmr024-c5,s^df,2b+,,,because they weren't getting set correctly every once in a while .
1834.06,1834.39,Bmr024-cB,b,,,,mm-hmm .
1836.24,1841.99,Bmr024-c5,s,2b+,,,and i was just doing a minus r_ star not realizing that that caused it to be re-backed-up .
1838.83,1839.22,Bmr024-cB,b,,,,mm-hmm .
1839.68,1840,Bmr024-c9,b,,,,ah ==
1842.99,1844.34,Bmr024-c5,s^aap,2b++,,,but normally you're correct .
1844.59,1847.44,Bmr024-c5,s,2b+++.3a,,,but even without that the back-up system is becoming saturated .
1848.54,1853.67,Bmr024-cB,s,3b.4a,,,but - but this back-up system is smart enough to figure out that something hasn't changed and doesn't need to be backed-up again .
1853.04,1857.98,Bmr024-c5,s^arp,4b,,,sure but we still have enough changed that the nightly back-ups are starting to take too long .
1853.49,1863.66,Bmr024-c3,s,,,,the b- - i think th- - the - at least the once tha- - that you put it on it would - it would kill that .
1862.25,1862.52,Bmr024-cB,fg,,,,o_k .
1862.52,1864.86,Bmr024-cB,s.%-,,,,so - so then if - so - so then let's ==
1863.24,1864.58,Bmr024-c5,s,5a,,,it has nothing to do with the meeting .
1863.66,1863.94,Bmr024-c3,b,,,,so ==
1864.58,1867.7,Bmr024-c5,s,6a,,,it's just the general icsi back-up system is becoming saturated .
1865.09,1865.35,Bmr024-cB,s^bk,5b,,,right .
1866.36,1866.68,Bmr024-cB,s^bk,6b,,,o_k .
1867.67,1867.85,Bmr024-cB,s^bk,6b+,,,right .
1868.03,1872.49,Bmr024-cB,qy^cs.%-,7a,,,so what if we buy uh - uh what - what do they call these um high density ?==
1871.67,1875.46,Bmr024-c5,qh^co^nd,7b.8a,,,well why don't you have this - have a - this conversation with dave johnson tha- - rather than with me ?
1875.09,1875.48,Bmr024-cB,s^ar,8b,,,no no .
1875.48,1880.09,Bmr024-cB,s^df^nd,8b+,,,because this is maybe something that we can do without involving dave and - and putting more burden on him .
1880.56,1884.01,Bmr024-cB,qw^cs,9a,,,how about we buy uh - uh - uh - one of these high density tape drives ?
1884.66,1888.08,Bmr024-cB,s^cs,9a+,,,and we put the data actually on non-backed-up disks .
1888.86,1893.42,Bmr024-cB,s^cs,9a++,,,and we do our own back-up once and for all - all and then - and we don't have to bother this {@reject@} up .
1892.64,1895.11,Bmr024-c5,s^arp^cs,9b,,,actually you know we could do that just with the tape with - the current tape .
1895.45,1896.93,Bmr024-cB,s,,,,i dunno what the- - these tapes .
1896.93,1897.2,Bmr024-cB,fh,,,,uh ==
1897.2,1898.02,Bmr024-cB,s.%--,,,,at some point these ==
1898.28,1898.5,Bmr024-cB,s^no,,,,i dunno .
1898.5,1899.71,Bmr024-cB,qw,10a,,,what kind of tape drive is it ?
1899.71,1900.34,Bmr024-cB,qy.%-,,,,is it - is ?==
1899.78,1902.33,Bmr024-c5,s^no,10b.11a,,,i dunno but it's an automatic robot so it's very convenient .
1902.77,1902.83,Bmr024-c3,%-,,,,wh- ==
1903.03,1903.3,Bmr024-cB,b,,,,right .
1903.08,1904.6,Bmr024-c5,s,10b+.11a+,,,you just run a program to restore them .
1903.12,1905.4,Bmr024-c3,qy^bu^d,11b.12a,,,the o- - the one that we have ?
1905.59,1905.74,Bmr024-c5,s^aa,12b,,,yeah .
1905.87,1908.14,Bmr024-cB,s,13a,,,but it might interfere with their back-up schedule .
1905.89,1906.36,Bmr024-c3,s.%-,,,,the - i mean ==
1906.66,1906.89,Bmr024-c9,fg,,,,but ==
1907.77,1909.32,Bmr024-c3,qy^rt,13b,,,no we have s- - we - don't we have our own ?
1908.14,1908.28,Bmr024-cB,b,,,,eh .
1909.32,1912.74,Bmr024-c3,qy^d^rt,13b+,,,something wi- - th- - that doesn't - that isn't used by the back-up gang ?
1912.74,1915.03,Bmr024-c3,qy^rt,13b++,,,don't we have something downstairs ?
1914.34,1914.59,Bmr024-c0,%-,,,,well they ==
1915.11,1915.86,Bmr024-c1,qw^rt,,,,what kinda tape drive ?
1915.39,1915.73,Bmr024-c3,%-,,,,just in ?==
1916.23,1916.45,Bmr024-c5,fg,,,,well ==
1916.32,1916.58,Bmr024-c3,fh,,,,yeah .
1916.98,1917.13,Bmr024-c5,fg,,,,but ==
1917.13,1917.32,Bmr024-c5,fg,,,,no .
1917.32,1918.69,Bmr024-c5,s^ba,,,,but andreas's point is a good one .
1918.69,1920.6,Bmr024-c5,s,,,,and we don't have to do anything ourselves to do that .
1920.34,1920.6,Bmr024-cB,b,,,,right .
1920.6,1922.19,Bmr024-c5,s,,,,they're already right now on tape .
1923.39,1923.53,Bmr024-c5,qy^d^f^g,,,,right ?
1923.53,1927.55,Bmr024-c5,s^bs^cs,14a,,,so your - your point is and i think it's a good one that we could just get more disk and put it there .
1925.42,1925.55,Bmr024-cB,b,,,,mmm .
1927.44,1930.25,Bmr024-cB,s^2^na,14b-1.15a,,,on an x_h uh x_ - x_ whatever partition .
