3048,3054.41,Bmr006-c2,s.%-,,,very difficult to apply eh eh a parameter to detect change when you don't see ==
3048.13,3048.36,Bmr006-c3,b,,,yeah .
3053.89,3068.22,Bmr006-c3,fg|s^cs,1a,,well | that - that - that's another reason why very simple features things like energy and things - things like harmonicity and residual energy are uh yeah are - are better to use than very complex ones because {they'd} be more reliable .
3054.78,3055.95,Bmr006-c2,s.%-,,,but i suppose ==
3059.5,3060.81,Bmr006-c1,s^2,1b-1,,are probably better yep .
3059.51,3059.77,Bmr006-c2,s^aa,1b-2,,yeah .
3059.97,3060.27,Bmr006-c2,s^aa^r,1b-2+,,yeah yeah .
3060.27,3063.32,Bmr006-c2,s,,,i - i - i will put eh the energy here .
3065.31,3065.55,Bmr006-c2,b,,,yeah .
3067.53,3067.75,Bmr006-c2,b,,,yeah .
3068.77,3070.12,Bmr006-c3,s^rt^tc,2a,,{chu-} - chuck was gonna ask something i guess .
3069.32,3069.55,Bmr006-c2,s^bk,2b,,yeah .
3069.75,3070.41,Bmr006-c2,qy^d,3a,,you have a question ?
3070.37,3070.89,Bmr006-c0,s^aa.%--,3b,,yeah i {d-} ==
3071.7,3077.64,Bmr006-c0,sj,4a,,maybe this is a dumb question but i thought it would be - i thought it would be easier if you used a p_d_a .
3074.41,3074.76,Bmr006-c3,s^ar,4b,,nah .
3077.96,3084.33,Bmr006-c0,qy^rt,5a,,because can't you couldn't you like use beam-forming or something to- - detect speaker overlaps ?
3084.94,3085.21,Bmr006-c0,s.%--,,,i mean ==
3085.92,3088.72,Bmr006-c1,s^na,5b.6a,,well if you used the array rather than the signal from just one .
3088.89,3089.19,Bmr006-c0,s^bk,6b-1,,uh-huh .
3089.52,3091.15,Bmr006-c3,s^aa,6b-2,,yeah no you- - {you} {re} - you're right .
3090.06,3090.44,Bmr006-c1,s.%--,,,but that's ==
3091.15,3096.39,Bmr006-c3,s^e,,,that in fact if we made use of the fact that there are two microphones you do have some location information .
3096.89,3098.28,Bmr006-c3,s^e,,,which we don't have with the one .
3098.72,3100.48,Bmr006-c3,s.%-,,,and - and so that's ==
3100.43,3102.37,Bmr006-c0,qy^rt,7a,,is that not allowed with this project ?
3102.15,3105.63,Bmr006-c3,h|s,7b,,uh | well no i mean we- - we don't have any rules r- - {uh} really .
3105.52,3106.27,Bmr006-c0,s.%--,,,but i didn't mean - i ==
3105.63,3114.19,Bmr006-c3,sj^ba,,,i - i - i think - i think it's - it's - it's a - it's an additional interesting question .
3106.67,3110.19,Bmr006-c0,qy.%-,,,given - given the goal i mean is that violation of the ?==
3109.71,3110.02,Bmr006-c2,b,,,oh .
3110.52,3110.92,Bmr006-c2,b.%,,can't hear the 'no',no .
